basic_trend_following,basic_mean_reversion,basic_breakout,basic_momentum,portfolio_enhanced_momentum,portfolio_enhanced_trend,portfolio_enhanced_breakout,portfolio_enhanced_mean_reversion
78843118.8481209,73010470.13418783,78061628.95609769,80615951.65028137,1042980.412706026,1074072.9420452912,926470.5761721889,1531412.5303916303
77086790.5378142,72984547.33077288,76456749.5351679,78769335.87756476,1011022.0735069598,1057157.413876613,896654.0200484553,1531412.5303916303
79932750.96484366,73039368.27938685,78802267.22027132,81758230.26035017,1049113.2958504045,1062385.207108577,901832.0222342769,1531412.5303916303
82280040.0411433,73072407.40725166,80837424.2298058,84221364.42031306,1051121.7446953142,1067299.119229396,898775.4939311305,1531412.5303916303
75150536.88401178,73009266.07668366,74383130.68804905,76719191.1419527,995995.2976623859,1026385.7531243165,858930.290157632,1531412.5303916303
73880464.41848129,73015221.17497486,73377228.21655247,75539110.10540712,976134.5800110187,1014499.7775927384,858930.290157632,1531412.5303916303
75736501.1669038,73052004.86044586,74913600.67319235,76553660.09629375,937536.8670059528,1028056.0893035729,858930.290157632,1531412.5303916303
74867151.142679,73105330.38432641,74151161.84547815,76306654.1642169,878641.0310933973,1014906.9207759697,858930.290157632,1531412.5303916303
72590327.47569546,73020128.63301548,71986580.95426771,75171923.48979032,878641.0310933973,982797.5718704064,858930.290157632,1531412.5303916303
72421036.93775141,72983972.2687031,71837351.11674294,75054727.97949392,878641.0310933973,989569.6762882073,858930.290157632,1531412.5303916303
71865456.909471,73017934.04992431,71183901.27856609,74782203.42844096,878641.0310933973,998312.3564651806,858930.290157632,1531412.5303916303
73917639.88006619,73070897.56578329,73534980.97551045,76275435.16095069,878641.0310933973,1035591.5944340427,858930.290157632,1531412.5303916303
73533440.44342354,73091301.94146773,72615018.21298465,75784637.75148872,860705.5916192915,1035438.0882725914,858930.290157632,1531412.5303916303
73676990.5835506,73069932.81885824,72844777.50663564,75767529.95052376,865422.161268511,1048152.4721013505,858930.290157632,1531412.5303916303
74058068.26726356,73102554.10726736,73432104.85291895,76102338.05630961,850383.7351878072,1075035.6613284547,858930.290157632,1531412.5303916303
73563007.2907261,72920382.61015859,72518436.05116865,75659171.83554223,833002.7528832342,1051851.105414768,869313.8128066817,1531412.5303916303
73933545.25025243,73060960.02870873,73140635.24325511,76083029.58710355,833829.6600382711,1079378.9984682996,884690.5053823749,1531412.5303916303
73849485.94029534,73019719.71089622,73044794.17548874,75843319.97482078,820851.3593752767,1069521.8115152318,884297.7833250323,1531412.5303916303
73826214.53398432,72964536.26501086,73087398.33117935,75708621.0846443,831575.2190924074,1052335.7616104085,896364.4807717958,1531412.5303916303
73343457.8610881,72323241.70612237,71842208.11608931,74706146.1653476,835826.81101326,1031466.1644910772,895130.2157333056,1531412.5303916303
73210473.12326041,72141563.71507064,71451937.7623525,74527423.55565788,855213.1848338033,1014412.6260045965,880819.3973081866,1531412.5303916303
73180087.51692685,72167765.609238,71682234.52208427,74795165.3093338,873168.9132547762,1017807.1940597494,892998.3006675402,1531412.5303916303
73417020.24790466,72474694.27829152,72136113.70463833,74986991.74026947,873168.9132547762,1036139.4967941244,892998.3006675402,1531412.5303916303
73685485.35328268,73463978.46326098,73535813.23388109,75623785.97323054,899361.616918286,1045509.6151193578,880819.3973081866,1531412.5303916303
73275704.42600292,72671991.54276845,72327277.79665396,74770180.38675511,885080.8531292494,1031940.959091564,904179.9343385855,1531412.5303916303
